# ФОРМЫ ВОПРОСА СВОДА И ТО, ЧИТАЕТ ЛИ ИХ КТО-НИБУДЬ (06.09)
#
# СЛОВА ВОПРОСА НЕ ЧИТАЕТ НИКТО — не в одном суде, а в корпусе вообще.
# Порченый вопрос («кратн ли 7 числу 3?») остаётся вопросной половиной
# объявленной пары и покрыт правилом (б) закона покрытия; пара проверяет
# ВЕЛИЧИНЫ вопроса и их порядок, а слова — нет.
#
#     ЗАКОН ПАРЫ ЧИТАЕТ ВЕЛИЧИНЫ, И ПОТОМУ ОН СЛЕП НА ВОПРОС О СВОЙСТВЕ.
#     «чётно ли 32?» и «чётн ли 32?» несут одни и те же величины в одном
#     порядке — пара их не различает, а иного читателя у вопроса нет.
#
# ЧИТАЕТСЯ ли форма — проверено ПОРЧЕЙ первого слова вопроса в три буквы:
# если вердикт СТРОКИ дрогнул (ложь или немота), слова читал кто-то.
# Выборка: 40 строк на мир.
форма	миры	строк	читается	пример
ik had # boeken. ik verloor # boeken en vond # nieuwe. hoeveel boeken heb ik nu?	proform	1	да	ik had 25 boeken. ik verloor 13 boeken en vond 6 nieuwe. hoeveel boeken heb ik nu?
ik heb # appels # boeken # potloden. hoeveel appels heb ik?	readnum	1	да	ik heb 3 appels 4 boeken 5 potloden. hoeveel appels heb ik?
ik heb # appels en # nieuwe. hoeveel appels heb ik?	proform	1	да	ik heb 20 appels en 9 nieuwe. hoeveel appels heb ik?
ik heb # appels, jij hebt # appels. hoeveel heb ik er meer?	joint2	1	да	ik heb 5 appels, jij hebt 3 appels. hoeveel heb ik er meer?
ik heb # appels, u heeft # appels. hoeveel heb ik er meer?	joint2	1	да	ik heb 7 appels, u heeft 4 appels. hoeveel heb ik er meer?
ik heb # appels, u heeft # appels. wie heeft er meer?	joint2	1	да	ik heb 6 appels, u heeft 6 appels. wie heeft er meer?
ik heb # ballen, u heeft # ballen. hoeveel heb ik er meer?	joint2	1	да	ik heb 9 ballen, u heeft 6 ballen. hoeveel heb ik er meer?
ik heb # boeken # potloden # appels. hoeveel boeken heb ik?	readnum	1	да	ik heb 20 boeken 4 potloden 5 appels. hoeveel boeken heb ik?
ik heb # boeken en # nieuwe. hoeveel boeken heb ik?	proform	1	да	ik heb 20 boeken en 9 nieuwe. hoeveel boeken heb ik?
ik heb # boeken weggegeven. ik heb nog # boeken over. hoeveel boeken had ik daarvoor?	beforetails	1	да	ik heb 6 boeken weggegeven. ik heb nog 17 boeken over. hoeveel boeken had ik daarvoor?
ik heb # munten, jij hebt # munten. hoeveel heb ik er meer?	joint2	1	да	ik heb 20 munten, jij hebt 15 munten. hoeveel heb ik er meer?
ik heb # potloden gekocht. nu heb ik # potloden. hoeveel potloden had ik daarvoor?	beforetails	1	да	ik heb 6 potloden gekocht. nu heb ik 15 potloden. hoeveel potloden had ik daarvoor?
ik heb # € uitgegeven. ik heb nog # € over. hoeveel geld had ik aanvankelijk?	beforetails	1	да	ik heb 29 € uitgegeven. ik heb nog 63 € over. hoeveel geld had ik aanvankelijk?
ik heb haast. wat moet ik doen?	reply	1	да	ik heb haast. wat moet ik doen?
ik heb het teken niet gezien. waarom?	reply	1	да	ik heb het teken niet gezien. waarom?
ik heb honger. wat moet ik doen?	reply	1	да	ik heb honger. wat moet ik doen?
il cane pesava # chilogrammi e poi # chilogrammi. quanto pesava il cane in tutto?	action_measure_langs	1	да	il cane pesava 9 chilogrammi e poi 4 chilogrammi. quanto pesava il cane in tutto?
il fumo sale — è un fatto o un'opinione?	opinion	1	да	il fumo sale — è un fatto o un'opinione?
il gatto pesava # grammi. quanto pesava il gatto?	action_measure_langs	1	да	il gatto pesava 9 grammi. quanto pesava il gatto?
il libro si trova sotto la chiave, la chiave si trova sotto la tazza. che cosa si trova sotto la tazza?	place	1	да	il libro si trova sotto la chiave, la chiave si trova sotto la tazza. che cosa si trova sotto la tazza?
il numero romano III. che numero è questo?	roman	1	да	il numero romano III. che numero è questo?
il numero romano LXXXIV. che numero è questo?	roman	1	да	il numero romano LXXXIV. che numero è questo?
il numero romano XIV. che numero è questo?	roman	1	да	il numero romano XIV. che numero è questo?
il primo capitolo ha # pagine. quante pagine ha il primo capitolo?	numphrase	1	да	il primo capitolo ha 96 pagine. quante pagine ha il primo capitolo?
il primo capitolo è lungo # pagine. quanto è lungo il primo capitolo?	numphrase	1	да	il primo capitolo è lungo 96 pagine. quanto è lungo il primo capitolo?
il sacco pesa # chilogrammi # grammi. ci sono stati aggiunti # chilogrammi # grammi. quanto pesa il sacco?	mixedunits	1	да	il sacco pesa 2 chilogrammi 640 grammi. ci sono stati aggiunti 3 chilogrammi 470 grammi. quanto pesa il sacco?
il treno ha fatto # km a # km/h. in quante ore ha fatto questa strada?	speedforms	1	да	il treno ha fatto 330 km a 55 km/h. in quante ore ha fatto questa strada?
il y a # fichiers dans le dossier. l'acte ne fait que lire. combien de fichiers y a-t-il dans le dossier après l'acte ?	toolforms	1	да	il y a 15 fichiers dans le dossier. l'acte ne fait que lire. combien de fichiers y a-t-il dans le dossier aprè
il y a # fichiers dans le dossier. l'acte supprime # fichier. combien de fichiers y a-t-il dans le dossier après l'acte ?	toolforms	1	да	il y a 15 fichiers dans le dossier. l'acte supprime 1 fichier. combien de fichiers y a-t-il dans le dossier ap
il y a # fichiers dans le dossier. le premier acte crée # fichiers. combien de fichiers y a-t-il dans le dossier ?	personforms	1	да	il y a 6 fichiers dans le dossier. le premier acte crée 4 fichiers. combien de fichiers y a-t-il dans le dossi
il y a # fichiers dans le dossier. le premier acte crée # fichiers. le deuxième acte crée # fichiers. le troisième acte supprime # fichiers. combien de fichiers y a-t-il dans le dossier après tous les actes ?	episodeforms	1	да	il y a 18 fichiers dans le dossier. le premier acte crée 9 fichiers. le deuxième acte crée 9 fichiers. le troi
il y a # fichiers dans le dossier. le premier acte crée # fichiers. le deuxième acte supprime # fichiers. le troisième acte supprime # fichiers. combien y en avait-il avant et après ?	episodeforms	1	да	il y a 7 fichiers dans le dossier. le premier acte crée 7 fichiers. le deuxième acte supprime 3 fichiers. le t
il y a # messages dans la liste. l'acte crée # messages. combien de messages y a-t-il dans la liste après l'acte ?	toolforms	1	да	il y a 20 messages dans la liste. l'acte crée 3 messages. combien de messages y a-t-il dans la liste après l'a
il y a # messages dans la liste. le premier acte crée # messages. je pense que je répondrai #. combien de messages y a-t-il dans la liste ?	selfmodelforms	1	да	il y a 8 messages dans la liste. le premier acte crée 3 messages. je pense que je répondrai 12. combien de mes
il y a # messages dans la liste. le premier acte supprime # messages. le deuxième acte crée # messages. le troisième acte crée # message. combien de messages y a-t-il dans la liste après le deuxième acte ?	episodeforms	1	да	il y a 19 messages dans la liste. le premier acte supprime 6 messages. le deuxième acte crée 8 messages. le tr
il y a # pièces et # ballons dans la boîte. combien de ballons y a-t-il dans la boîte ?	sceneforms	1	да	il y a 21 pièces et 33 ballons dans la boîte. combien de ballons y a-t-il dans la boîte ?
il y a # pommes dans le panier : # rouges et # vertes. combien de pommes ne sont pas rouges ?	quantforms	1	да	il y a 9 pommes dans le panier : 7 rouges et 2 vertes. combien de pommes ne sont pas rouges ?
il y a # pommes dans le panier : # rouges et # vertes. toutes les pommes sont-elles rouges ?	quantforms	1	да	il y a 5 pommes dans le panier : 3 rouges et 2 vertes. toutes les pommes sont-elles rouges ?
il y a # pommes dans le panier : # rouges et # vertes. y a-t-il des vertes ?	quantforms	1	да	il y a 7 pommes dans le panier : 2 rouges et 5 vertes. y a-t-il des vertes ?
il y a # pommes dans le panier : toutes les # rouges. toutes les pommes sont-elles rouges ?	quantforms	1	да	il y a 10 pommes dans le panier : toutes les 10 rouges. toutes les pommes sont-elles rouges ?
il y a # stylos et # pièces sur l'étagère. combien de pièces y a-t-il sur l'étagère ?	sceneforms	1	да	il y a 19 stylos et 23 pièces sur l'étagère. combien de pièces y a-t-il sur l'étagère ?
il y a # stylos et # pommes dans la boîte. combien de pommes y a-t-il dans la boîte ?	sceneforms	1	да	il y a 6 stylos et 38 pommes dans la boîte. combien de pommes y a-t-il dans la boîte ?
ile boków ma trójkąt?	countfacts	1	да	ile boków ma trójkąt?
ile dni jest w # tygodniach?	timeunits	1	да	ile dni jest w 3 tygodniach?
ile dni jest w czterech tygodniach?	timeunits	1	да	ile dni jest w czterech tygodniach?
ile jest # ÷ #?	cross	1	да	ile jest 18 ÷ 6?
ile liter ma słowo „słońce”?	letters	1	да	ile liter ma słowo „słońce”?
ile miesięcy to # rok?	units_langs	1	да	ile miesięcy to 3 rok?
ile miesięcy to pół roku?	unitfrac	1	да	ile miesięcy to pół roku?
ile minut mają # godziny?	timeunits	1	да	ile minut mają 3 godziny?
ile minut mają cztery godziny?	timeunits	1	да	ile minut mają cztery godziny?
ile minut to kwadrans?	unitfrac	1	да	ile minut to kwadrans?
ile minut to półtorej godziny?	unitfrac	1	да	ile minut to półtorej godziny?
ile nóg ma krowa?	countfacts	1	да	ile nóg ma krowa?
ile nóg ma kura?	countfacts	1	да	ile nóg ma kura?
ile razy więcej jabłek niż Paweł ma {Носитель}?	compare_langs	1	да	ile razy więcej jabłek niż Paweł ma Zofia?
ile razy więcej jabłek niż {Носитель} ma {Носитель}?	compare_langs	1	да	ile razy więcej jabłek niż Jan ma Anna?
ile sekund jest w # minutach?	timeunits	1	да	ile sekund jest w 3 minutach?
ile to # % z #?	stats_langs	1	да	ile to 15 % z 60?
ile to # + #?	arith_langs	1	да	ile to 4 + 11?
ile to połowa z #?	numberline	1	да	ile to połowa z 20?
ile to siedem plus trzy?	lang_pl	1	да	ile to siedem plus trzy?
ile wynosi osiem razy pięć?	cross	1	да	ile wynosi osiem razy pięć?
ile wynosi średnia z #, #, #, #, #?	stats_langs	1	да	ile wynosi średnia z 8, 14, 20, 26, 32?
ile wynosi średnia z #, #, #?	stats_langs	1	да	ile wynosi średnia z 18, 24, 30?
im {Носитель} lagen # {Носитель}. # {Носитель} fuhren weg. wie viele {Носитель} sind jetzt im {Носитель}?	action_measure_langs	1	да	im Hafen lagen 7 Boote. 6 Boote fuhren weg. wie viele Boote sind jetzt im Hafen?
im {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. die {Носитель}: # Einträge im {Носитель}, # Einträge in der {Носитель}. was sagt die {Носитель} über die {Носитель}?	summaryforms	1	да	im Ordner sind 18 Einträge. in der Kiste sind 5 Einträge. in der Liste sind 8 Einträge. die Zusammenfassung: 1
im {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. die {Носитель}: # Einträge in der {Носитель}, # Einträge in der {Носитель}. was sagt die {Носитель} über die {Носитель}?	summaryforms	1	да	im Ordner sind 8 Einträge. in der Kiste sind 11 Einträge. in der Liste sind 14 Einträge. die Zusammenfassung: 
im {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. im {Носитель} sind # Einträge. die {Носитель}: # Einträge im {Носитель}, # Einträge in der {Носитель}, # Einträge im {Носитель}. wie viele {Носитель} nennt die {Носитель}?	summaryforms	1	да	im Ordner sind 3 Einträge. in der Kiste sind 6 Einträge. in der Liste sind 9 Einträge. im Regal sind 12 Einträ
im {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. in der {Носитель} sind # Einträge. im {Носитель} sind # Einträge. die {Носитель}: # Einträge im {Носитель}, # Einträge in der {Носитель}, # Einträge in der {Носитель}. was sagt die {Носитель} über den {Носитель}?	summaryforms	1	да	im Ordner sind 8 Einträge. in der Kiste sind 11 Einträge. in der Liste sind 14 Einträge. im Regal sind 17 Eint
im {Носитель} sind # {Носитель}. der erste {Носитель} erstellt # {Носитель}. ich dachte #, und die {Носитель} ist #. was ist wahr?	selfmodelforms	1	да	im Ordner sind 9 Dateien. der erste Akt erstellt 3 Dateien. ich dachte 13, und die Antwort ist 12. was ist wah
im {Носитель} sind # {Носитель}. wie viele Einträge sind im {Носитель}?	nomention	1	да	im Ordner sind 17 Dateien. wie viele Einträge sind im Ordner?
im {Носитель} sind # {Носитель}. wie viele {Носитель} sind in der {Носитель}?	nomention	1	да	im Ordner sind 6 Dateien. wie viele Dateien sind in der Kiste?
im {Носитель} sind # Äpfel: # rote und # grüne. gibt es blau?	quantforms	1	да	im Korb sind 6 Äpfel: 2 rote und 4 grüne. gibt es blau?
im {Носитель} sind # Äpfel: # rote und # grüne. sind alle Äpfel rot?	quantforms	1	да	im Korb sind 7 Äpfel: 4 rote und 3 grüne. sind alle Äpfel rot?
im {Носитель} waren # Bücher und # {Носитель}. jetzt gibt es # Bücher und # {Носитель} im {Носитель}. wie viele Bücher kamen dazu?	action_pages	1	да	im Garten waren 9 Bücher und 18 Blumen. jetzt gibt es 12 Bücher und 46 Blumen im Garten. wie viele Bücher kame
im {Носитель} waren # {Носитель}. # {Носитель} stiegen aus. wie viele {Носитель} sind jetzt im {Носитель}?	action_measure_langs	1	да	im Bus waren 43 Kinder. 21 Kinder stiegen aus. wie viele Kinder sind jetzt im Bus?
in # {Носитель} wird {Носитель} # {Носитель} alt sein. wie alt ist {Носитель} jetzt?	relations_story	1	да	in 13 Jahren wird Felix 31 Jahre alt sein. wie alt ist Felix jetzt?
in IX the smaller sign I stands before the larger sign X and is subtracted. what does that mean?	roman	1	да	in IX the smaller sign I stands before the larger sign X and is subtracted. what does that mean?
in XC steht das kleinere {Носитель} X vor dem größeren {Носитель} C und wird abgezogen. was bedeutet das?	roman	1	да	in XC steht das kleinere Zeichen X vor dem größeren Zeichen C und wird abgezogen. was bedeutet das?
in XIX il segno minore I sta davanti al segno maggiore X e si sottrae. che cosa significa?	roman	1	да	in XIX il segno minore I sta davanti al segno maggiore X e si sottrae. che cosa significa?
in de lijst liggen # records. hoeveel records liggen in de lijst?	nomention	1	да	in de lijst liggen 18 records. hoeveel records liggen in de lijst?
in de mand liggen # appels: # rode en # groene. hoeveel appels zijn niet rood?	quantforms	1	да	in de mand liggen 7 appels: 4 rode en 3 groene. hoeveel appels zijn niet rood?
in de mand liggen # appels: # rode en # groene. zijn er blauw?	quantforms	1	да	in de mand liggen 12 appels: 8 rode en 4 groene. zijn er blauw?
in de mand liggen # appels: # rode en # groene. zijn er groen?	quantforms	1	да	in de mand liggen 5 appels: 3 rode en 2 groene. zijn er groen?
in de map liggen # berichten. in de doos liggen # berichten. in de lijst liggen # berichten. op de plank liggen # berichten. de samenvatting: # berichten in de map, # berichten in de doos, # berichten in de lijst. wat zegt de samenvatting over de map?	summaryforms	1	да	in de map liggen 3 berichten. in de doos liggen 6 berichten. in de lijst liggen 9 berichten. op de plank ligge
in de map liggen # bestanden. in de doos liggen # bestanden. in de lijst liggen # bestanden. op de plank liggen # bestanden. de samenvatting: # bestanden in de doos, # bestanden in de lijst, # bestanden op de plank. klopt de samenvatting?	summaryforms	1	да	in de map liggen 18 bestanden. in de doos liggen 5 bestanden. in de lijst liggen 8 bestanden. op de plank ligg
in de map liggen # bestanden. in de doos liggen # bestanden. in de lijst liggen # bestanden. op de plank liggen # bestanden. de samenvatting: # bestanden in de map, # bestanden in de doos, # bestanden in de lijst. wat zegt de samenvatting over de plank?	summaryforms	1	да	in de map liggen 8 bestanden. in de doos liggen 11 bestanden. in de lijst liggen 14 bestanden. op de plank lig
